물건번호,사건번호,물건종류,소재지,감정가,최저입찰가,낙찰가,입찰자수,면적,경매회차,지역,낙찰률,수집일시
SAMPLE-000391,2024타경60493,상가,기타 남구,152627674,97681711,97681711,2,89.88,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-000392,2024타경78371,다세대,경기 송파구,483579059,483579059,483579059,13,74.36,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000393,2024타경71597,상가,경기 강남구,2328897494,2328897494,2328897494,11,112.32,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000394,2024타경96338,오피스텔,서울 서초구,752943432,602354746,602354746,8,23.32,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000395,2024타경45454,상가,인천 서초구,130998190,104798552,104798552,5,63.12,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-000396,2024타경15409,아파트,기타 송파구,517533661,331221543,331221543,1,148.17,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-000397,2024타경17244,상가,서울 남구,2559190430,1048244400,1279595215,1,153.62,5,서울,0.5,2026-02-02 20:53:01
SAMPLE-000398,2024타경58137,다세대,서울 중구,152966459,152966459,152966459,18,59.35,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000399,2024타경97700,오피스텔,경기 남구,421622466,421622466,421622466,9,55.14,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000400,2024타경16256,상가,경기 송파구,1824329572,1459463658,1459463658,6,123.46,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000401,2024타경11875,상가,서울 송파구,694527097,555621677,555621677,5,164.39,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000402,2024타경47909,아파트,경기 강남구,246087734,196870187,196870187,3,54.2,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000403,2024타경14409,아파트,경기 강남구,661835099,661835099,661835099,12,119.8,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000404,2024타경97911,상가,서울 중구,1431941373,916442479,1005289832,5,158.58,3,서울,0.702,2026-02-02 20:53:01
SAMPLE-000405,2024타경95283,다세대,경기 남구,140879651,90162976,93884102,3,35.9,3,경기,0.6664,2026-02-02 20:53:01
SAMPLE-000406,2024타경39990,오피스텔,서울 서초구,222733437,178186749,178186749,5,71.52,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000407,2024타경26493,단독주택,인천 강남구,313570182,200684916,200684916,3,101.91,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-000408,2024타경28895,아파트,기타 남구,472460057,241899549,254136927,1,112.76,4,기타,0.5379,2026-02-02 20:53:01
SAMPLE-000409,2024타경52487,아파트,대구 중구,809972629,809972629,809972629,5,122.03,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000410,2024타경26142,상가,경기 송파구,2271804994,2271804994,2271804994,9,30.65,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000411,2024타경83508,아파트,부산 서초구,202765402,162212321,162212321,3,97.02,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000412,2024타경43892,아파트,경기 남구,724579379,579663503,579663503,4,97.21,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000413,2024타경20974,다세대,경기 남구,134672913,107738330,107738330,6,68.35,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000414,2024타경62243,오피스텔,서울 강남구,196974477,157579582,157579582,6,54.79,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000415,2024타경24855,다세대,서울 서초구,234007005,149764483,161638925,5,113.93,3,서울,0.6907,2026-02-02 20:53:01
SAMPLE-000416,2024타경98822,상가,서울 중구,1194917445,1194917445,1194917445,9,135.25,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000417,2024타경93990,상가,경기 남구,283556583,145180970,150814615,2,68.55,4,경기,0.5319,2026-02-02 20:53:01
SAMPLE-000418,2024타경65673,아파트,서울 중구,930397337,744317870,744317870,4,145.38,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000419,2024타경54990,상가,부산 남구,491185890,392948712,392948712,5,84.69,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000420,2024타경19491,오피스텔,대구 송파구,366312631,234440084,234440084,1,65.77,3,대구,0.64,2026-02-02 20:53:01
SAMPLE-000421,2024타경59228,상가,서울 서초구,642358357,328887478,392569449,2,94.49,4,서울,0.6111,2026-02-02 20:53:01
SAMPLE-000422,2024타경94880,다세대,서울 남구,363300901,186010061,213169211,3,41.59,4,서울,0.5868,2026-02-02 20:53:01
SAMPLE-000423,2024타경85542,오피스텔,기타 강남구,392876101,201152564,213519324,1,34.58,4,기타,0.5435,2026-02-02 20:53:01
SAMPLE-000424,2024타경37713,상가,인천 중구,1094006316,875205053,875205053,4,63.82,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-000425,2024타경54813,아파트,기타 중구,681168878,681168878,681168878,4,132.68,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000426,2024타경95149,다세대,경기 중구,306037832,195864212,195864212,3,93.52,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000427,2024타경79224,상가,서울 서초구,2446831651,2446831651,2446831651,15,77.54,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000428,2024타경80320,단독주택,경기 강남구,637678968,408114539,408114539,4,70.12,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000429,2024타경42161,아파트,경기 서초구,1068512665,547078484,670106772,3,98.0,4,경기,0.6271,2026-02-02 20:53:01
SAMPLE-000430,2024타경11695,오피스텔,기타 중구,281045181,281045181,281045181,5,20.8,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000431,2024타경11789,상가,경기 남구,1597672850,1278138280,1278138280,3,33.12,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000432,2024타경79930,다세대,인천 남구,191337802,191337802,191337802,11,117.1,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000433,2024타경78049,단독주택,부산 서초구,352173833,352173833,352173833,8,59.42,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000434,2024타경27157,다세대,경기 남구,344659538,344659538,344659538,12,98.76,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000435,2024타경91081,상가,인천 남구,1719244862,880253369,904446971,3,47.67,4,인천,0.5261,2026-02-02 20:53:01
SAMPLE-000436,2024타경61529,상가,대구 강남구,682114931,682114931,682114931,7,167.32,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000437,2024타경68706,오피스텔,경기 남구,333072757,266458206,266458206,6,50.12,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000438,2024타경10364,오피스텔,경기 서초구,591869644,591869644,591869644,12,47.38,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000439,2024타경77643,단독주택,기타 강남구,566848974,290226674,290226674,1,39.9,4,기타,0.512,2026-02-02 20:53:01
SAMPLE-000440,2024타경14302,오피스텔,인천 서초구,182138698,93255013,108639372,1,65.22,4,인천,0.5965,2026-02-02 20:53:01
SAMPLE-000441,2024타경71509,아파트,대구 강남구,781250544,781250544,781250544,4,140.58,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000442,2024타경76249,상가,경기 서초구,1818293017,1818293017,1818293017,7,43.54,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000443,2024타경79687,아파트,경기 강남구,222120852,177696681,177696681,3,123.42,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000444,2024타경80051,단독주택,부산 남구,200696013,160556810,160556810,3,39.55,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000445,2024타경21351,아파트,인천 강남구,181261010,116007046,116356265,2,68.23,3,인천,0.6419,2026-02-02 20:53:01
SAMPLE-000446,2024타경69949,단독주택,경기 남구,556237842,556237842,556237842,9,93.26,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000447,2024타경92799,다세대,부산 송파구,464894364,238025914,277023450,1,47.55,4,부산,0.5959,2026-02-02 20:53:01
SAMPLE-000448,2024타경88287,오피스텔,경기 송파구,122333092,97866473,97866473,7,49.78,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000449,2024타경34074,다세대,경기 강남구,220951088,220951088,220951088,12,68.03,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000450,2024타경15899,상가,서울 남구,1829464324,1170857167,1170857167,2,125.2,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-000451,2024타경61012,오피스텔,서울 중구,642296780,642296780,642296780,13,78.24,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000452,2024타경50002,다세대,인천 남구,128499175,102799340,102799340,4,79.89,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-000453,2024타경22500,오피스텔,서울 서초구,338089117,270471293,270471293,4,27.64,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000454,2024타경49236,아파트,경기 강남구,851134892,851134892,851134892,16,94.7,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000455,2024타경67813,아파트,경기 남구,840808772,538117614,577154193,3,41.4,3,경기,0.6864,2026-02-02 20:53:01
SAMPLE-000456,2024타경26911,상가,서울 남구,924366428,739493142,739493142,9,66.16,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000457,2024타경67730,상가,서울 서초구,471645712,301853255,301853255,3,133.61,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-000458,2024타경86772,아파트,서울 강남구,1292053095,1292053095,1292053095,9,87.03,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000459,2024타경69884,아파트,서울 강남구,232642488,95290363,157325081,2,105.0,5,서울,0.6763,2026-02-02 20:53:01
SAMPLE-000460,2024타경58671,아파트,경기 강남구,371688198,237880447,246120590,2,103.1,3,경기,0.6622,2026-02-02 20:53:01
SAMPLE-000461,2024타경21528,단독주택,서울 강남구,582990385,582990385,582990385,9,78.81,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000462,2024타경71394,아파트,부산 서초구,540306910,540306910,540306910,11,82.12,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000463,2024타경53151,다세대,경기 중구,548178892,438543114,438543114,4,58.82,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000464,2024타경50794,아파트,기타 중구,772374504,617899603,617899603,2,60.84,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000465,2024타경32113,상가,인천 남구,790464566,632371653,632371653,2,197.21,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-000466,2024타경28526,상가,부산 남구,1316368350,1053094680,1053094680,4,50.38,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000467,2024타경17399,아파트,인천 송파구,147977939,94705881,112408499,4,108.36,3,인천,0.7596,2026-02-02 20:53:01
SAMPLE-000468,2024타경51632,상가,경기 남구,740811306,592649045,592649045,6,58.8,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000469,2024타경43270,상가,서울 중구,1747137018,1118167691,1118167691,1,148.12,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-000470,2024타경74182,다세대,서울 송파구,719038858,368147895,424837329,2,50.09,4,서울,0.5908,2026-02-02 20:53:01
SAMPLE-000471,2024타경23882,아파트,기타 송파구,470518323,470518323,470518323,2,98.02,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000472,2024타경19001,단독주택,경기 강남구,306762202,306762202,306762202,6,90.68,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000473,2024타경35104,단독주택,서울 서초구,895914717,716731774,716731774,5,41.54,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000474,2024타경99670,오피스텔,서울 송파구,680837799,435736191,488940755,2,50.23,3,서울,0.7181,2026-02-02 20:53:01
SAMPLE-000475,2024타경95024,상가,경기 중구,1158543865,741468073,741468073,2,35.24,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000476,2024타경45561,다세대,인천 남구,414929942,212444130,259860465,1,30.06,4,인천,0.6263,2026-02-02 20:53:01
SAMPLE-000477,2024타경14833,단독주택,경기 서초구,952755795,762204636,762204636,6,52.29,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000478,2024타경66494,상가,대구 강남구,1679587091,1343669673,1343669673,2,61.32,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-000479,2024타경39991,오피스텔,인천 송파구,483746155,309597539,328677223,3,42.98,3,인천,0.6794,2026-02-02 20:53:01
SAMPLE-000480,2024타경65659,오피스텔,서울 서초구,565373425,452298740,452298740,4,44.47,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000481,2024타경13088,다세대,경기 중구,253234225,162069904,162069904,3,30.76,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000482,2024타경46659,오피스텔,서울 송파구,761665383,761665383,761665383,14,32.6,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000483,2024타경94106,다세대,경기 송파구,482111032,385688826,385688826,2,98.31,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000484,2024타경77619,아파트,인천 송파구,712938655,570350924,570350924,3,124.59,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-000485,2024타경70520,아파트,서울 강남구,998534441,998534441,998534441,9,50.45,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000486,2024타경18381,아파트,서울 중구,1370914531,561526592,825268098,3,146.57,5,서울,0.602,2026-02-02 20:53:01
SAMPLE-000487,2024타경10296,상가,서울 서초구,2948430168,2948430168,2948430168,7,182.64,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000488,2024타경67256,상가,부산 서초구,480645660,384516528,384516528,4,65.87,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000489,2024타경24925,다세대,인천 중구,183477464,117425577,117425577,2,56.32,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-000490,2024타경33365,아파트,인천 송파구,329025441,210576282,228611958,4,114.48,3,인천,0.6948,2026-02-02 20:53:01
SAMPLE-000491,2024타경71501,단독주택,인천 남구,340626575,218001008,218001008,2,39.84,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-000492,2024타경94730,오피스텔,경기 남구,539656475,539656475,539656475,12,46.34,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000493,2024타경72137,상가,서울 서초구,178063451,113960608,113960608,2,70.47,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-000494,2024타경28325,단독주택,경기 남구,468395492,468395492,468395492,8,73.75,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000495,2024타경80649,단독주택,경기 중구,941341099,481966642,539561261,2,77.91,4,경기,0.5732,2026-02-02 20:53:01
SAMPLE-000496,2024타경49023,다세대,인천 서초구,393962713,252136136,259242756,2,41.29,3,인천,0.658,2026-02-02 20:53:01
SAMPLE-000497,2024타경72643,상가,인천 남구,2168546161,2168546161,2168546161,6,34.9,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000498,2024타경89287,오피스텔,경기 송파구,697422220,697422220,697422220,7,52.34,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000499,2024타경47145,아파트,서울 송파구,1057470895,676781373,820586965,4,61.64,3,서울,0.776,2026-02-02 20:53:01
SAMPLE-000500,2024타경19308,단독주택,기타 남구,630843088,630843088,630843088,2,47.82,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000501,2024타경31381,다세대,서울 송파구,175755908,89987025,105286953,3,51.69,4,서울,0.5991,2026-02-02 20:53:01
SAMPLE-000502,2024타경43038,오피스텔,기타 강남구,110142816,70491402,70491402,3,44.37,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-000503,2024타경65063,다세대,경기 서초구,254153298,203322638,203322638,6,41.32,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000504,2024타경59063,상가,경기 강남구,1680269323,1344215458,1344215458,4,91.19,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000505,2024타경68031,상가,서울 서초구,672854971,672854971,672854971,10,158.93,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000506,2024타경40505,오피스텔,서울 남구,230065525,230065525,230065525,9,56.53,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000507,2024타경80603,단독주택,경기 강남구,936162713,936162713,936162713,9,92.39,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000508,2024타경94787,단독주택,부산 강남구,795550167,509152107,509152107,3,98.25,3,부산,0.64,2026-02-02 20:53:01
SAMPLE-000509,2024타경71807,아파트,경기 중구,190200852,190200852,190200852,17,130.78,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000510,2024타경65032,다세대,인천 강남구,465866178,298154354,298154354,2,34.43,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-000511,2024타경86018,단독주택,서울 서초구,835519721,668415777,668415777,7,93.35,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000512,2024타경65048,상가,서울 송파구,2039282819,2039282819,2039282819,11,174.93,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000513,2024타경79157,단독주택,경기 송파구,530931969,271837168,292984643,1,107.25,4,경기,0.5518,2026-02-02 20:53:01
SAMPLE-000514,2024타경28298,아파트,경기 남구,1196902445,766017565,779573730,4,124.97,3,경기,0.6513,2026-02-02 20:53:01
SAMPLE-000515,2024타경46157,상가,경기 송파구,417138598,333710878,333710878,3,63.84,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000516,2024타경96103,상가,서울 강남구,1697340208,1357872167,1357872167,7,74.21,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000517,2024타경40099,상가,기타 남구,1450258493,928165435,928165435,1,75.97,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-000518,2024타경99572,오피스텔,부산 강남구,124304248,99443398,99443398,3,59.01,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000519,2024타경13196,다세대,서울 강남구,621954726,497563781,497563781,6,42.15,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000520,2024타경96134,상가,대구 남구,863071352,863071352,863071352,5,175.72,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000521,2024타경20315,상가,경기 강남구,1345310620,1076248496,1076248496,5,33.83,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000522,2024타경82980,단독주택,인천 서초구,740046725,740046725,740046725,8,89.32,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000523,2024타경17043,단독주택,경기 서초구,458165003,458165003,458165003,11,55.94,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000524,2024타경11502,오피스텔,기타 강남구,175492784,140394227,140394227,1,39.73,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000525,2024타경91588,아파트,경기 서초구,1063461330,850769064,865729414,4,123.91,2,경기,0.8141,2026-02-02 20:53:01
SAMPLE-000526,2024타경70077,다세대,대구 남구,242526141,242526141,242526141,8,86.76,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000527,2024타경46845,상가,기타 송파구,353599417,226303627,226303627,1,115.43,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-000528,2024타경28105,오피스텔,경기 중구,686953133,439650005,450904535,4,50.29,3,경기,0.6564,2026-02-02 20:53:01
SAMPLE-000529,2024타경22809,단독주택,경기 송파구,469741404,375793123,375793123,3,70.4,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000530,2024타경56665,상가,서울 송파구,868835932,444843997,474958904,1,167.82,4,서울,0.5467,2026-02-02 20:53:01
SAMPLE-000531,2024타경60131,단독주택,서울 중구,613870376,251441306,320486542,2,111.4,5,서울,0.5221,2026-02-02 20:53:01
SAMPLE-000532,2024타경81643,오피스텔,경기 남구,314306547,201156190,212131838,5,57.65,3,경기,0.6749,2026-02-02 20:53:01
SAMPLE-000533,2024타경82302,아파트,대구 중구,643009111,411525831,411525831,3,117.08,3,대구,0.64,2026-02-02 20:53:01
SAMPLE-000534,2024타경55028,오피스텔,경기 강남구,365470464,292376371,292376371,2,23.24,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000535,2024타경72028,단독주택,기타 남구,564401080,564401080,564401080,4,50.74,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000536,2024타경59004,아파트,서울 남구,493872675,395098140,403927566,6,68.96,2,서울,0.8179,2026-02-02 20:53:01
SAMPLE-000537,2024타경58348,오피스텔,경기 송파구,106051528,106051528,106051528,8,27.02,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000538,2024타경31071,단독주택,서울 송파구,693766513,555013211,555013211,3,119.28,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000539,2024타경72751,단독주택,인천 남구,672159720,672159720,672159720,6,82.76,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000540,2024타경66947,상가,경기 남구,717617576,574094060,574094060,4,88.32,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000541,2024타경43910,다세대,경기 남구,64517456,64517456,64517456,8,37.44,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000542,2024타경80202,오피스텔,인천 송파구,147924170,147924170,147924170,12,47.25,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000543,2024타경36819,오피스텔,부산 서초구,555763567,355688682,355688682,2,30.17,3,부산,0.64,2026-02-02 20:53:01
SAMPLE-000544,2024타경86215,오피스텔,기타 서초구,269440358,269440358,269440358,9,20.58,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000545,2024타경16021,아파트,경기 서초구,1015516322,812413057,812413057,4,88.82,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000546,2024타경35765,단독주택,서울 남구,1096196218,1096196218,1096196218,16,65.03,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000547,2024타경95669,상가,경기 송파구,1590386418,1272309134,1272309134,3,174.75,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000548,2024타경63214,아파트,인천 송파구,711632020,711632020,711632020,11,83.34,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000549,2024타경62805,단독주택,인천 강남구,531496578,425197262,425197262,4,71.28,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-000550,2024타경66387,아파트,경기 중구,294525792,188496507,210127195,4,53.02,3,경기,0.7134,2026-02-02 20:53:01
SAMPLE-000551,2024타경59323,오피스텔,경기 강남구,334341803,334341803,334341803,13,53.86,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000552,2024타경77470,오피스텔,경기 남구,418877917,171572394,219808915,2,45.94,5,경기,0.5248,2026-02-02 20:53:01
SAMPLE-000553,2024타경72821,단독주택,부산 남구,265713210,265713210,265713210,9,104.22,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000554,2024타경13465,다세대,부산 남구,248502273,198801819,198801819,2,96.03,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000555,2024타경41153,아파트,경기 남구,1103749217,882999373,882999373,4,129.57,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000556,2024타경12459,단독주택,경기 강남구,539606183,431684946,431684946,9,59.33,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000557,2024타경62576,오피스텔,인천 중구,272699411,218159528,218159528,5,48.88,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-000558,2024타경70522,상가,경기 강남구,1615933423,1615933423,1615933423,8,65.78,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000559,2024타경59817,상가,서울 강남구,922091286,922091286,922091286,9,175.42,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000560,2024타경59294,다세대,경기 중구,595560594,595560594,595560594,13,50.42,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000561,2024타경37621,오피스텔,경기 송파구,197067523,100898571,123680859,1,62.05,4,경기,0.6276,2026-02-02 20:53:01
SAMPLE-000562,2024타경79715,오피스텔,서울 중구,736110875,588888700,597125721,5,58.07,2,서울,0.8112,2026-02-02 20:53:01
SAMPLE-000563,2024타경12526,오피스텔,부산 중구,270930383,270930383,270930383,10,21.13,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000564,2024타경66964,상가,부산 남구,721720248,721720248,721720248,8,71.17,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000565,2024타경75263,다세대,서울 강남구,284091587,227273269,227273269,4,76.97,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000566,2024타경80603,다세대,대구 중구,305690090,244552072,244552072,4,84.84,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-000567,2024타경90792,아파트,서울 서초구,818325526,654660421,670809649,4,133.12,2,서울,0.8197,2026-02-02 20:53:01
SAMPLE-000568,2024타경23733,단독주택,인천 강남구,517508019,264964105,269809802,2,100.72,4,인천,0.5214,2026-02-02 20:53:01
SAMPLE-000569,2024타경98281,오피스텔,경기 강남구,181964067,116457003,116457003,4,42.14,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000570,2024타경77438,다세대,서울 남구,606980284,606980284,606980284,18,105.19,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000571,2024타경50647,단독주택,서울 송파구,465521219,372416975,372416975,3,92.58,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000572,2024타경46355,상가,경기 송파구,1372048354,561991006,686024177,1,191.35,5,경기,0.5,2026-02-02 20:53:01
SAMPLE-000573,2024타경75464,다세대,서울 중구,643023113,643023113,643023113,5,30.99,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000574,2024타경24817,아파트,서울 강남구,562189963,449751970,449751970,3,138.62,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000575,2024타경75363,상가,기타 남구,1261322582,807246452,807246452,2,78.52,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-000576,2024타경71161,단독주택,기타 서초구,492352787,492352787,492352787,7,59.09,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000577,2024타경21826,상가,경기 강남구,1138252334,1138252334,1138252334,9,107.8,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000578,2024타경77309,아파트,경기 중구,863868917,863868917,863868917,4,113.81,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000579,2024타경99521,상가,경기 강남구,1263080265,1263080265,1263080265,13,37.38,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000580,2024타경27996,오피스텔,서울 중구,544734408,544734408,544734408,15,51.94,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000581,2024타경32187,단독주택,서울 서초구,1189153819,1189153819,1189153819,13,115.42,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000582,2024타경37915,단독주택,서울 남구,366988020,293590416,293590416,8,33.01,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000583,2024타경57249,오피스텔,경기 강남구,483399562,386719650,386719650,2,73.46,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000584,2024타경64261,다세대,서울 중구,718214461,718214461,718214461,5,66.49,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000585,2024타경97329,상가,경기 남구,411497400,411497400,411497400,7,155.63,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000586,2024타경48575,아파트,부산 강남구,832446218,832446218,832446218,11,94.29,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000587,2024타경81543,상가,경기 송파구,1402821473,1122257178,1122257178,8,166.5,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000588,2024타경12473,아파트,기타 남구,308931078,247144863,247144863,4,98.52,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000589,2024타경92256,단독주택,서울 중구,913576686,730861348,730861348,5,100.44,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000590,2024타경11218,아파트,기타 남구,94863276,75890621,75890621,1,145.86,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000591,2024타경28413,다세대,부산 서초구,143112284,114489827,114489827,3,111.02,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000592,2024타경36673,아파트,인천 남구,527537430,422029944,422029944,3,56.15,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-000593,2024타경38231,상가,기타 중구,1327968559,1327968559,1327968559,6,64.76,1,기타,1.0,2026-02-02 20:53:01
