물건번호,사건번호,물건종류,소재지,감정가,최저입찰가,낙찰가,입찰자수,면적,경매회차,지역,낙찰률,수집일시,감정가_log,최저입찰가_log,최저가율,입찰자수_log,경쟁지수,면적_log,평당감정가,평당감정가_log,경매회차_제곱,회차페널티,지역_encoded,지역_경기,지역_기타,지역_대구,지역_부산,지역_서울,지역_인천,물건종류_encoded,물건종류_다세대,물건종류_단독주택,물건종류_상가,물건종류_아파트,물건종류_오피스텔,감정가x입찰자수,최저가율x입찰자수,면적x입찰자수,가격구간,가격구간_1억이하,가격구간_1-3억,가격구간_3-5억,가격구간_5-10억,가격구간_10억이상
SAMPLE-000226,2024타경65798,아파트,서울 송파구,307387150,157382221,207141907,3,100.14,4,서울,0.6738795261935966,2026-02-02 20:53:01,19.543618589236157,18.874187939665052,0.5120000006506453,1.3862943611198906,0.45272768429789484,4.616505695651837,10147352.384347863,16.132723479140243,16,0.7,4,False,False,False,False,True,False,3,False,False,False,True,False,27.093208246135955,1.536000001951936,6.3998358139599985,3-5억,False,False,True,False,False
SAMPLE-000227,2024타경51574,상가,부산 서초구,287600693,287600693,287600693,11,42.86,1,부산,1.0,2026-02-02 20:53:01,19.477083596881968,19.477083596881968,1.0,2.4849066497880004,1.660001509092281,3.781002742989742,22182596.65333606,16.91481864995112,1,1.0,3,False,False,False,True,False,False,2,False,False,True,False,False,48.398734548368786,11.0,9.39543885892188,1-3억,False,True,False,False,False
SAMPLE-000228,2024타경53618,상가,서울 남구,561281222,561281222,561281222,11,49.67,1,서울,1.0,2026-02-02 20:53:01,20.145732626653782,20.145732626653782,1.0,2.4849066497880004,1.660001509092281,3.9253340194878183,37356052.22568123,17.43600552403355,1,1.0,4,False,False,False,False,True,False,2,False,False,True,False,False,50.06026496882306,11.0,9.75408860766434,5-10억,False,False,False,True,False
SAMPLE-000229,2024타경82920,아파트,경기 서초구,345784123,276627298,276627298,6,49.32,2,경기,0.7999999988432089,2026-02-02 20:53:01,19.661325219228353,19.438181667191145,0.7999999988432089,1.9459101490553132,0.9054553685957897,3.918402612392185,23176966.94885149,16.958669582697755,4,0.9,0,True,False,False,False,False,False,3,False,False,False,True,False,38.259172287973634,4.799999993059254,7.6248594115388055,3-5억,False,False,True,False,False
SAMPLE-000230,2024타경37042,다세대,기타 강남구,152248769,121799015,121799015,3,52.48,2,기타,0.7999999986863605,2026-02-02 20:53:01,18.841026385703913,18.617882834389704,0.7999999986863605,1.3862943611198906,0.45272768429789484,3.9793077522337423,9590352.814452732,16.076268340282567,4,0.9,1,False,True,False,False,False,False,0,True,False,False,False,False,26.119208636212406,2.3999999960590817,5.516491898082304,1-3억,False,True,False,False,False
SAMPLE-000231,2024타경79443,오피스텔,경기 송파구,439613948,281352927,287962151,3,44.19,3,경기,0.6550341551037412,2026-02-02 20:53:01,19.901407511109518,19.45512041075582,0.6400000006369224,1.3862943611198906,0.45272768429789484,3.810875823423188,32886835.24749439,17.30858302161069,9,0.8,0,True,False,False,False,False,False,4,False,False,False,False,True,27.58920901100016,1.9200000019107673,5.282995664939685,3-5억,False,False,True,False,False
SAMPLE-000232,2024타경68219,단독주택,기타 송파구,201267528,161014023,161014023,2,49.81,2,기타,0.8000000029811069,2026-02-02 20:53:01,19.120145571091026,18.897002024745326,0.8000000029811069,1.0986122886681098,0.30181845619859654,3.9280931856056407,13357703.272435253,16.40760387541173,4,0.9,1,False,True,False,False,False,False,1,False,True,False,False,False,21.005626885523736,1.6000000059622137,4.315451444739819,1-3억,False,True,False,False,False
SAMPLE-000233,2024타경93973,다세대,경기 서초구,214277780,214277780,214277780,7,38.22,1,경기,1.0,2026-02-02 20:53:01,19.182783773313933,19.182783773313933,1.0,2.0794415416798357,1.0563645966950879,3.6691868207682004,18533655.089499246,16.7350988853021,1,1.0,0,True,False,False,False,False,False,0,True,False,False,False,False,39.88947746329086,7.0,7.629859499289561,1-3억,False,True,False,False,False
SAMPLE-000234,2024타경93136,다세대,서울 중구,444543255,227606146,270654538,3,54.69,4,서울,0.6088373514968751,2026-02-02 20:53:01,19.91255792201932,19.243127267760354,0.51199999874028,1.3862943611198906,0.45272768429789484,4.019800597601577,26870807.813838784,17.106551081137486,16,0.7,4,False,False,False,False,True,False,0,True,False,False,False,False,27.60466676276859,1.53599999622084,5.572626901281433,3-5억,False,False,True,False,False
SAMPLE-000235,2024타경73768,오피스텔,경기 중구,582838103,582838103,582838103,7,79.86,1,경기,1.0,2026-02-02 20:53:01,20.18342001106778,20.18342001106778,1.0,2.0794415416798357,1.0563645966950879,4.392719264212625,24126440.402936544,16.998818950676508,1,1.0,0,True,False,False,False,False,False,4,False,False,False,False,True,41.97024202418643,7.0,9.134402918941014,5-10억,False,False,False,True,False
SAMPLE-000236,2024타경35933,다세대,서울 송파구,357247732,228638548,232143008,1,98.16,3,서울,0.6498096060691017,2026-02-02 20:53:01,19.693940029057824,19.24765292590456,0.6399999986563946,0.6931471805599453,0.15090922809929827,4.5967347071669895,12031216.768709546,16.30301531048434,9,0.8,4,False,False,False,False,True,False,0,True,False,False,False,False,13.650799005258078,0.6399999986563946,3.1862137020548444,3-5억,False,False,True,False,False
SAMPLE-000237,2024타경71922,단독주택,경기 남구,239909804,153542274,153542274,2,51.15,3,경기,0.6399999976657894,2026-02-02 20:53:01,19.29577359817105,18.849486494240058,0.6399999976657894,1.0986122886681098,0.30181845619859654,3.9541241814467813,15505185.946373899,16.556685167610972,9,0.8,0,True,False,False,False,False,False,1,False,True,False,False,False,21.198573994308383,1.2799999953315788,4.344049416657165,1-3억,False,True,False,False,False
SAMPLE-000238,2024타경42006,오피스텔,경기 중구,103052782,103052782,103052782,8,67.24,1,경기,1.0,2026-02-02 20:53:01,18.450751871243696,18.450751871243696,1.0,2.1972245773362196,1.2072738247943862,4.223030903183424,5066483.547278529,15.438157751886292,1,1.0,0,True,False,False,False,False,False,4,False,False,False,False,True,40.54044548182889,8.0,9.278947291324991,1-3억,False,True,False,False,False
SAMPLE-000239,2024타경32927,단독주택,경기 서초구,307402585,307402585,307402585,5,49.96,1,경기,1.0,2026-02-02 20:53:01,19.543668801525254,19.543668801525254,1.0,1.791759469228055,0.7545461404964914,3.931041011263908,20340410.179383177,16.82812016368927,1,1.0,0,True,False,False,False,False,False,1,False,True,False,False,False,35.01755363858979,5.0,7.043479955855936,3-5억,False,False,True,False,False
SAMPLE-000240,2024타경79855,상가,대구 서초구,1388038654,1110430923,1110430923,4,153.68,2,대구,0.7999999998559117,2026-02-02 20:53:01,21.05115754806687,20.828013996752656,0.7999999998559117,1.6094379124341003,0.6036369123971931,5.041358466739096,29857870.47035592,17.21195906388937,4,0.9,2,False,False,True,False,False,False,2,False,False,True,False,False,33.88053105848209,3.199999999423647,8.113753446540548,10억이상,False,False,False,False,True
SAMPLE-000241,2024타경73928,상가,대구 중구,1090074060,697647398,697647398,1,87.38,3,대구,0.6399999996330524,2026-02-02 20:53:01,20.809511476750806,20.36322437406505,0.6399999996330524,0.6931471805599453,0.15090922809929827,4.481645699702594,41239993.265853144,17.534919078069695,9,0.8,2,False,False,True,False,False,False,2,False,False,True,False,False,14.424054208939644,0.6399999996330524,3.1064400810174564,10억이상,False,False,False,False,True
SAMPLE-000242,2024타경49560,아파트,경기 서초구,234038869,187231095,187231095,2,44.98,2,경기,0.7999999991454411,2026-02-02 20:53:01,19.270997770638164,19.047854219323956,0.7999999991454411,1.0986122886681098,0.30181845619859654,3.8282065193350356,17200582.73833366,16.660453879483004,4,0.9,0,True,False,False,False,False,False,3,False,False,False,True,False,21.171354965718834,1.5999999982908821,4.205714725700842,1-3억,False,True,False,False,False
SAMPLE-000243,2024타경36627,단독주택,기타 서초구,532785414,426228331,426228331,4,89.35,2,기타,0.7999999996246143,2026-02-02 20:53:01,20.093629302566523,19.870485751252314,0.7999999996246143,1.6094379124341003,0.6036369123971931,4.503691017038237,19712077.178150743,16.796742111325717,4,0.9,1,False,True,False,False,False,False,1,False,True,False,False,False,32.339448797947334,3.1999999984984573,7.24841106871023,5-10억,False,False,False,True,False
SAMPLE-000244,2024타경83034,다세대,서울 남구,392891289,392891289,392891289,10,74.3,1,서울,1.0,2026-02-02 20:53:01,19.789043515792255,19.789043515792255,1.0,2.3978952727983707,1.5090922809929828,4.321480134805848,17480675.350099552,16.676606620240573,1,1.0,4,False,False,False,False,True,False,0,True,False,False,False,False,47.452053899719495,10.0,10.362456786743008,3-5억,False,False,True,False,False
SAMPLE-000245,2024타경69754,오피스텔,경기 송파구,518125859,414500687,414500687,6,55.65,2,경기,0.7999999996139934,2026-02-02 20:53:01,20.06572874368358,19.842585192369366,0.7999999996139934,1.9459101490553132,0.9054553685957897,4.036891987474015,30778306.505387124,17.242320698033648,4,0.9,0,True,False,False,False,False,False,4,False,False,False,False,True,39.04610521052479,4.79999999768396,7.855429089065761,5-10억,False,False,False,True,False
SAMPLE-000246,2024타경73477,아파트,기타 송파구,212085728,169668583,169668583,3,105.36,2,기타,0.8000000028290447,2026-02-02 20:53:01,19.172501132971362,18.949357586372226,0.8000000028290447,1.3862943611198906,0.45272768429789484,4.666829566374819,6654421.456227213,15.710792222608516,4,0.9,1,False,True,False,False,False,False,3,False,False,False,True,False,26.578730209202913,2.400000008487134,6.469599512172995,1-3억,False,True,False,False,False
SAMPLE-000247,2024타경16135,다세대,인천 중구,532824848,341007902,341007902,2,34.54,3,인천,0.6399999986487117,2026-02-02 20:53:01,20.093703314616427,19.647416210932313,0.6399999986487117,1.0986122886681098,0.30181845619859654,3.570658822726505,50996075.744017,17.747259261141696,9,0.8,5,False,False,False,False,False,True,0,True,False,False,False,False,22.075189386288738,1.2799999972974234,3.922769661288544,5-10억,False,False,False,True,False
SAMPLE-000248,2024타경63370,상가,서울 송파구,1647590375,843566272,944328953,1,148.63,4,서울,0.5731576047838954,2026-02-02 20:53:01,21.22257967928554,20.55314902592141,0.512,0.6931471805599453,0.15090922809929827,5.008165580195328,36645224.73300219,17.416793711317716,16,0.7,4,False,False,False,False,True,False,2,False,False,True,False,False,14.710371268905561,0.512,3.4713958516897545,10억이상,False,False,False,False,True
SAMPLE-000249,2024타경53116,상가,인천 송파구,1434457243,1434457243,1434457243,8,130.89,1,인천,1.0,2026-02-02 20:53:01,21.084052387434355,21.084052387434355,1.0,2.1972245773362196,1.2072738247943862,4.881968241837793,36228951.141233355,17.405369140047075,1,1.0,5,False,False,False,False,False,True,2,False,False,True,False,False,46.32639809551516,8.0,10.726780606740892,10억이상,False,False,False,False,True
SAMPLE-000250,2024타경76471,단독주택,인천 남구,371099877,237503921,237503921,1,56.89,3,인천,0.6399999992454861,2026-02-02 20:53:01,19.731981797278415,19.28569469498683,0.6399999992454861,0.6931471805599453,0.15090922809929827,4.058544658090914,21564008.66395785,16.886536263705974,9,0.8,5,False,False,False,False,False,True,1,False,True,False,False,False,13.677167549643695,0.6399999992454861,2.813168786932344,3-5억,False,False,True,False,False
SAMPLE-000251,2024타경78111,오피스텔,대구 송파구,492632732,315284948,315284948,2,53.19,3,대구,0.6399999990256433,2026-02-02 20:53:01,20.01527449089493,19.568987387885905,0.6399999990256433,1.0986122886681098,0.30181845619859654,3.9924963895780228,30617370.878450714,17.237078114283236,9,0.8,2,False,False,True,False,False,False,4,False,False,False,False,True,21.989026516762518,1.2799999980512866,4.386205596053477,3-5억,False,False,True,False,False
SAMPLE-000252,2024타경93564,단독주택,경기 중구,813729580,813729580,813729580,9,59.42,1,경기,1.0,2026-02-02 20:53:01,20.517138658699114,20.517138658699114,1.0,2.302585092994046,1.3581830528936845,4.101320175958526,45271207.3459419,17.62818181103608,1,1.0,0,True,False,False,False,False,False,1,False,True,False,False,False,47.24245762641243,9.0,9.44363869875782,5-10억,False,False,False,True,False
SAMPLE-000253,2024타경23331,아파트,대구 송파구,435009543,435009543,435009543,8,149.42,1,대구,1.0,2026-02-02 20:53:01,19.89087852904216,19.89087852904216,1.0,2.1972245773362196,1.2072738247943862,5.013431381398257,9624200.749786226,16.079791499611673,1,1.0,2,False,False,True,False,False,False,3,False,False,False,True,False,43.70472716882074,8.0,11.015634647996924,3-5억,False,False,True,False,False
SAMPLE-000254,2024타경93886,오피스텔,경기 송파구,435671209,348536967,348536967,5,34.02,2,경기,0.7999999995409383,2026-02-02 20:53:01,19.892398411328138,19.66925486001393,0.7999999995409383,1.791759469228055,0.7545461404964914,3.555919326857706,42334961.835769914,17.561123847197493,4,0.9,0,True,False,False,False,False,False,4,False,False,False,False,True,35.64239321915431,3.999999997704691,6.371352125708346,3-5억,False,False,True,False,False
SAMPLE-000255,2024타경56546,상가,기타 강남구,1144656334,1144656334,1144656334,11,160.98,1,기타,1.0,2026-02-02 20:53:01,20.858370284795555,20.858370284795555,1.0,2.4849066497880004,1.660001509092281,5.087472870820844,23505950.310546253,16.972764194310002,1,1.0,1,False,True,False,False,False,False,2,False,False,True,False,False,51.8311030244289,11.0,12.641895167318763,10억이상,False,False,False,False,True
SAMPLE-000256,2024타경25540,단독주택,서울 중구,284577050,284577050,284577050,7,74.94,1,서울,1.0,2026-02-02 20:53:01,19.466514604388447,19.466514604388447,1.0,2.0794415416798357,1.0563645966950879,4.3299435548036564,12553383.753835024,16.345500888679954,1,1.0,4,False,False,False,False,True,False,1,False,True,False,False,False,40.47947914008255,7.0,9.003864500987584,1-3억,False,True,False,False,False
SAMPLE-000257,2024타경84229,다세대,서울 서초구,624263257,499410605,499410605,5,114.65,2,서울,0.799999999038867,2026-02-02 20:53:01,20.25208272518457,20.028939173069418,0.799999999038867,1.791759469228055,0.7545461404964914,4.750568388677448,17999827.199561726,16.705872771346097,4,0.9,4,False,False,False,False,True,False,0,True,False,False,False,False,36.286860994439365,3.999999995194335,8.51187589462828,5-10억,False,False,False,True,False
SAMPLE-000258,2024타경84286,단독주택,경기 송파구,644279191,515423353,515423353,4,108.47,2,경기,0.8000000003104244,2026-02-02 20:53:01,20.283642718072848,20.060499167534697,0.8000000003104244,1.6094379124341003,0.6036369123971931,4.695650539116466,19635369.828424968,16.79284313190834,4,0.9,0,True,False,False,False,False,False,1,False,True,False,False,False,32.6452635927343,3.2000000012416976,7.557358001195662,5-10억,False,False,False,True,False
SAMPLE-000259,2024타경85609,오피스텔,경기 서초구,479385604,479385604,479385604,9,51.42,1,경기,1.0,2026-02-02 20:53:01,19.988015852396504,19.988015852396504,1.0,2.302585092994046,1.3581830528936845,3.95928819789526,30819638.240900572,17.243662682430845,1,1.0,0,True,False,False,False,False,False,4,False,False,False,False,True,46.02410734025687,9.0,9.116597983340887,3-5억,False,False,True,False,False
SAMPLE-000260,2024타경95414,상가,경기 강남구,1495601967,1196481573,1196481573,3,166.29,2,경기,0.7999999995988237,2026-02-02 20:53:01,21.12579461692622,20.9026510652777,0.7999999995988237,1.3862943611198906,0.45272768429789484,5.119728833343189,29732026.78383726,17.207735399302777,4,0.9,0,True,False,False,False,False,False,2,False,False,True,False,False,29.286569951621757,2.399999998796471,7.09745121212658,10억이상,False,False,False,False,True
SAMPLE-000261,2024타경59056,상가,서울 중구,796068358,796068358,796068358,5,126.37,1,서울,1.0,2026-02-02 20:53:01,20.495195618262045,20.495195618262045,1.0,1.791759469228055,0.7545461404964914,4.8470962366016686,20824807.59307739,16.85165555476617,1,1.0,4,False,False,False,False,True,False,2,False,False,True,False,False,36.72246082270236,5.0,8.684830580190708,5-10억,False,False,False,True,False
SAMPLE-000262,2024타경97902,오피스텔,서울 중구,464097430,464097430,464097430,9,31.96,1,서울,1.0,2026-02-02 20:53:01,19.955605068751137,19.955605068751137,1.0,2.302585092994046,1.3581830528936845,3.495294705041271,48003954.323069125,17.6867939680412,1,1.0,4,False,False,False,False,True,False,4,False,False,False,False,True,45.94947875298279,9.0,8.048213483449052,3-5억,False,False,True,False,False
SAMPLE-000263,2024타경90846,단독주택,서울 송파구,691377094,442481340,458337126,3,31.89,3,서울,0.6629336290970612,2026-02-02 20:53:01,20.35419595646798,19.907908854291556,0.6399999997685778,1.3862943611198906,0.45272768429789484,3.4931686602009657,71669617.82366554,18.08757748946378,9,0.8,4,False,False,False,False,True,False,1,False,True,False,False,False,28.21690707958084,1.9199999993057335,4.842560016077322,5-10억,False,False,False,True,False
SAMPLE-000264,2024타경67174,단독주택,경기 남구,579131808,579131808,579131808,5,73.5,1,경기,1.0,2026-02-02 20:53:01,20.177040659024588,20.177040659024588,1.0,1.791759469228055,0.7545461404964914,4.310799125385514,26047419.261258222,17.075429290981834,1,1.0,0,True,False,False,False,False,False,1,False,True,False,False,False,36.15240366180678,5.0,7.723915152849512,5-10억,False,False,False,True,False
SAMPLE-000265,2024타경46824,오피스텔,대구 서초구,333084880,333084880,333084880,4,77.59,1,대구,1.0,2026-02-02 20:53:01,19.623907913361666,19.623907913361666,1.0,1.6094379124341003,0.6036369123971931,4.364244464878084,14191352.510920404,16.468143429430256,1,1.0,2,False,False,True,False,False,False,4,False,False,False,False,True,31.583461385879822,4.0,7.02398050090546,3-5억,False,False,True,False,False
SAMPLE-000266,2024타경62413,단독주택,기타 남구,534171882,427337505,427337505,1,98.11,2,기타,0.799999998876766,2026-02-02 20:53:01,20.096228223409923,19.873084671159685,0.799999998876766,0.6931471805599453,0.15090922809929827,4.596230344418617,17998751.005575627,16.70581298043322,4,0.9,1,False,True,False,False,False,False,1,False,True,False,False,False,13.929643932945787,0.799999998876766,3.185864104437831,5-10억,False,False,False,True,False
SAMPLE-000267,2024타경42230,오피스텔,경기 남구,143897030,115117624,115117624,3,20.25,2,경기,0.8,2026-02-02 20:53:01,18.784608539261146,18.56146498968429,0.8,1.3862943611198906,0.45272768429789484,3.056356895370426,23490995.612692583,16.972127782839927,4,0.9,0,True,False,False,False,False,False,4,False,False,False,False,True,26.04099689382227,2.4000000000000004,4.237010329621917,1-3억,False,True,False,False,False
SAMPLE-000268,2024타경55760,상가,서울 송파구,295278399,295278399,295278399,16,134.98,1,서울,1.0,2026-02-02 20:53:01,19.503429198085588,19.503429198085588,1.0,2.833213344056216,2.4145476495887723,4.912507816098313,7231641.271617834,15.79397671517612,1,1.0,4,False,False,False,False,True,False,2,False,False,True,False,False,55.25737585887171,16.0,13.9181826973502,1-3억,False,True,False,False,False
SAMPLE-000269,2024타경93286,오피스텔,기타 중구,139251030,139251030,139251030,7,67.95,1,기타,1.0,2026-02-02 20:53:01,18.75178884069399,18.75178884069399,1.0,2.0794415416798357,1.0563645966950879,4.233381604239311,6774598.726579461,15.72869084203701,1,1.0,1,False,True,False,False,False,False,4,False,False,False,False,True,38.993248696147454,7.0,8.803069569638449,1-3억,False,True,False,False,False
SAMPLE-000270,2024타경31398,단독주택,인천 송파구,448140690,448140690,448140690,13,41.97,1,인천,1.0,2026-02-02 20:53:01,19.92061778348898,19.92061778348898,1.0,2.6390573296152584,1.9618199652908774,3.7605021977869035,35297994.43522233,17.379336733753497,1,1.0,5,False,False,False,False,False,True,1,False,True,False,False,False,52.571652371980655,13.0,9.924180888103816,3-5억,False,False,True,False,False
SAMPLE-000271,2024타경86976,상가,서울 중구,347087667,347087667,347087667,9,170.67,1,서울,1.0,2026-02-02 20:53:01,19.665087951534765,19.665087951534765,1.0,2.302585092994046,1.3581830528936845,5.145574029282837,6722899.43329813,15.72103023147956,1,1.0,4,False,False,False,False,True,False,2,False,False,True,False,False,45.28053836962077,9.0,11.84812205472397,3-5억,False,False,True,False,False
SAMPLE-000272,2024타경15622,상가,기타 남구,172611657,172611657,172611657,4,147.98,1,기타,1.0,2026-02-02 20:53:01,18.966554877785715,18.966554877785715,1.0,1.6094379124341003,0.6036369123971931,5.00381206874813,3856041.6808614973,15.165152003339463,1,1.0,1,False,True,False,False,False,False,2,False,False,True,False,False,30.525492488570244,4.0,8.053324850138546,1-3억,False,True,False,False,False
SAMPLE-000273,2024타경73382,오피스텔,서울 송파구,144126087,144126087,144126087,9,62.86,1,서울,1.0,2026-02-02 20:53:01,18.786199085527606,18.786199085527606,1.0,2.302585092994046,1.3581830528936845,4.156693187286636,7579539.840600785,15.840963180665177,1,1.0,4,False,False,False,False,True,False,4,False,False,False,False,True,43.256821968354245,9.0,9.571139769196115,1-3억,False,True,False,False,False
SAMPLE-000274,2024타경94518,아파트,부산 서초구,921737320,921737320,921737320,8,102.93,1,부산,1.0,2026-02-02 20:53:01,20.641770839627263,20.641770839627263,1.0,2.1972245773362196,1.2072738247943862,4.6437175956003305,29603279.12815658,17.20339572829517,1,1.0,3,False,False,False,True,False,False,3,False,False,False,True,False,45.35460620857111,8.0,10.203290431261703,5-10억,False,False,False,True,False
SAMPLE-000275,2024타경19873,다세대,경기 서초구,175557126,140445701,140445701,3,55.5,2,경기,0.8000000011392303,2026-02-02 20:53:01,18.983475057874827,18.760331509408694,0.8000000011392303,1.3862943611198906,0.45272768429789484,4.034240638152395,10456831.270940362,16.162766128568787,4,0.9,0,True,False,False,False,False,False,0,True,False,False,False,False,26.316684427191962,2.400000003417691,5.5926450480713745,1-3억,False,True,False,False,False
SAMPLE-000276,2024타경59036,상가,기타 중구,1595363114,1595363114,1595363114,4,152.43,1,기타,1.0,2026-02-02 20:53:01,21.19036720558021,21.19036720558021,1.0,1.6094379124341003,0.6036369123971931,5.033244436957115,34599013.64289691,17.35933576109344,1,1.0,1,False,True,False,False,False,False,2,False,False,True,False,False,34.10458035906103,4.0,8.100694419386807,10억이상,False,False,False,False,True
SAMPLE-000277,2024타경86646,상가,인천 중구,609648742,390175195,390175195,4,158.87,3,인천,0.6400000001968347,2026-02-02 20:53:01,20.22839351812966,19.78210641673146,0.6400000001968347,1.6094379124341003,0.6036369123971931,5.074360984976801,12685640.726057533,16.355981339097966,9,0.8,5,False,False,False,False,False,True,2,False,False,True,False,False,32.55634343571408,2.5600000007873387,8.166868950598108,5-10억,False,False,False,True,False
SAMPLE-000278,2024타경29773,다세대,부산 강남구,215132633,215132633,215132633,4,43.25,1,부산,1.0,2026-02-02 20:53:01,19.1867652982115,19.1867652982115,1.0,1.6094379124341003,0.6036369123971931,3.7898553714539385,16443520.412745427,16.615442122510785,1,1.0,3,False,False,False,True,False,False,0,True,False,False,False,False,30.879907487916554,4.0,6.0995369174599885,1-3억,False,True,False,False,False
SAMPLE-000279,2024타경38350,단독주택,부산 남구,360425036,360425036,360425036,7,98.87,1,부산,1.0,2026-02-02 20:53:01,19.70279455131882,19.70279455131882,1.0,2.0794415416798357,1.0563645966950879,4.603869340255043,12051054.134864464,16.304662777126808,1,1.0,3,False,False,False,True,False,False,1,False,True,False,False,False,40.97080947719547,7.0,9.573477158592475,3-5억,False,False,True,False,False
SAMPLE-000280,2024타경54414,상가,대구 송파구,1432493053,733436443,809521717,1,76.53,4,대구,0.5651138868036102,2026-02-02 20:53:01,21.082682157675794,20.413251504213097,0.5119999999050606,0.6931471805599453,0.15090922809929827,4.350664958230868,61877880.89368076,17.940673353827986,16,0.7,2,False,False,True,False,False,False,2,False,False,True,False,False,14.61340169623444,0.5119999999050606,3.0156511493586784,10억이상,False,False,False,False,True
SAMPLE-000281,2024타경71826,다세대,서울 남구,194560822,155648657,155648657,7,30.46,2,서울,0.7999999969161314,2026-02-02 20:53:01,19.086255386790697,18.863111832906593,0.7999999969161314,2.0794415416798357,1.0563645966950879,3.4487168976301317,21115438.971581753,16.86551508305385,4,0.9,4,False,False,False,False,True,False,0,True,False,False,False,False,39.68875232640312,5.59999997841292,7.171405182425302,1-3억,False,True,False,False,False
SAMPLE-000282,2024타경62091,오피스텔,기타 중구,154568405,154568405,154568405,11,25.29,1,기타,1.0,2026-02-02 20:53:01,18.856147313595546,18.856147313595546,1.0,2.4849066497880004,1.660001509092281,3.26918863874179,20204426.01361398,16.82141229744939,1,1.0,1,False,True,False,False,False,False,4,False,False,False,False,True,46.85576584893571,11.0,8.123628587820855,1-3억,False,True,False,False,False
SAMPLE-000283,2024타경72699,다세대,경기 강남구,538645395,275786442,319266979,2,34.25,4,경기,0.5927220059126282,2026-02-02 20:53:01,20.104568019973787,19.4351373669304,0.5119999995544379,1.0986122886681098,0.30181845619859654,3.5624655292582776,51989662.30319118,17.766555474154877,16,0.7,0,True,False,False,False,False,False,0,True,False,False,False,False,22.08712548510709,1.0239999991088757,3.9137684083996853,5-10억,False,False,False,True,False
SAMPLE-000284,2024타경61796,상가,경기 남구,1124715934,899772747,899772747,4,179.59,2,경기,0.7999999998221773,2026-02-02 20:53:01,20.84079633849652,20.61765278718231,0.7999999998221773,1.6094379124341003,0.6036369123971931,5.1962292684642515,20703097.072809093,16.84579391238995,4,0.9,0,True,False,False,False,False,False,2,False,False,True,False,False,33.54196775249408,3.199999999288709,8.363008386366078,10억이상,False,False,False,False,True
SAMPLE-000285,2024타경77087,상가,대구 송파구,1620546792,1296437434,1296437434,2,175.05,2,대구,0.8000000002468303,2026-02-02 20:53:01,21.206029455784645,20.98288590493324,0.8000000002468303,1.0986122886681098,0.30181845619859654,5.170768045601061,30603710.240993716,17.236631841953912,4,0.9,2,False,False,True,False,False,False,2,False,False,True,False,False,23.29720455398292,1.6000000004936605,5.680669316749711,10억이상,False,False,False,False,True
SAMPLE-000286,2024타경33834,아파트,경기 송파구,637001246,637001246,637001246,13,134.83,1,경기,1.0,2026-02-02 20:53:01,20.272282171148337,20.272282171148337,1.0,2.6390573296152584,1.9618199652908774,4.9114041038344,15618106.081548665,16.563941509471984,1,1.0,0,True,False,False,False,False,False,3,False,False,False,True,False,53.49971485179774,13.0,12.961476998926633,5-10억,False,False,False,True,False
SAMPLE-000287,2024타경81792,오피스텔,인천 남구,499106760,499106760,499106760,5,26.64,1,인천,1.0,2026-02-02 20:53:01,20.028330580731577,20.028330580731577,1.0,1.791759469228055,0.7545461404964914,3.319263998899469,61934673.516491696,17.941590750713093,1,1.0,5,False,False,False,False,False,True,4,False,False,False,False,True,35.88595097085563,5.0,5.947322700895904,3-5억,False,False,True,False,False
SAMPLE-000288,2024타경26576,오피스텔,인천 중구,379087408,242615941,242615941,2,71.69,3,인천,0.6399999996834503,2026-02-02 20:53:01,19.75327736706241,19.30699026542321,0.6399999996834503,1.0986122886681098,0.30181845619859654,4.286203823496544,17480562.338535175,16.676600155277352,9,0.8,5,False,False,False,False,False,True,4,False,False,False,False,True,21.70119325692441,1.2799999993669007,4.708876192229542,3-5억,False,False,True,False,False
SAMPLE-000289,2024타경80167,아파트,대구 송파구,168867183,168867183,168867183,4,117.7,1,대구,1.0,2026-02-02 20:53:01,18.944623070420043,18.944623070420043,1.0,1.6094379124341003,0.6036369123971931,4.776599301615622,4742893.980353469,15.372158262584952,1,1.0,2,False,False,True,False,False,False,3,False,False,False,True,False,30.49019460630773,4.0,7.6876400085264285,1-3억,False,True,False,False,False
SAMPLE-000290,2024타경14368,아파트,서울 강남구,713482956,456629091,496801447,3,81.46,3,서울,0.6963045757746174,2026-02-02 20:53:01,20.385669108120755,19.939382004441157,0.6399999988226769,1.3862943611198906,0.45272768429789484,4.412313327278754,28954349.891342506,17.18123104054728,9,0.8,4,False,False,False,False,True,False,3,False,False,False,True,False,28.260538132243752,1.9199999964680305,6.1167650851006785,5-10억,False,False,False,True,False
SAMPLE-000291,2024타경59737,오피스텔,인천 송파구,158839927,81326042,101196281,2,24.23,4,인천,0.6370959928733787,2026-02-02 20:53:01,18.883407510940895,18.213976855325985,0.5119999960715167,1.0986122886681098,0.30181845619859654,3.2280337626529665,21671096.482401777,16.891490017472467,16,0.7,5,False,False,False,False,False,True,4,False,False,False,False,True,20.74554354344735,1.0239999921430334,3.5463575598861055,1-3억,False,True,False,False,False
